,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price_local,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,distance_to_center_km,city,property_type_grouped,property_privacy_level,property_category
17981,within a day,100%,18%,f,1.0,1.0,f,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,1397.0,3,7.0,3.0,3.0,7.0,7.0,3.0,7.0,t,0.0,4.0,25.0,300.0,2.0,2.0,0.0,121,2.0,12.0,16764.0,4.5,4.5,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.22,Copenhagen,Entire Standard,Entire,Standard
17984,within a day,88%,23%,f,1.0,1.0,t,Vanløse,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,669.0,2,20.0,2.0,2.0,20.0,20.0,2.0,20.0,t,3.0,3.0,3.0,254.0,5.0,5.0,0.0,72,4.0,30.0,20070.0,5.0,5.0,5.0,4.8,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,5.3,Copenhagen,Entire Standard,Entire,Standard
17985,within a few hours,100%,48%,f,1.0,1.0,f,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1200.0,4,365.0,2.0,4.0,365.0,365.0,4.0,365.0,t,8.0,8.0,8.0,186.0,4.0,4.0,0.0,8,2.0,32.0,38400.0,5.0,5.0,4.5,4.75,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.56,Copenhagen,Entire Standard,Entire,Standard
17988,within an hour,100%,100%,f,1.0,1.0,t,Frederiksberg,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,1440.0,3,6.0,3.0,3.0,6.0,6.0,3.0,6.0,t,6.0,12.0,30.0,239.0,11.0,11.0,3.0,65,7.0,66.0,95040.0,4.82,4.91,5.0,4.82,5.0,4.91,4.82,t,1.0,1.0,0.0,0.0,2.23,Copenhagen,Entire Standard,Entire,Standard
17990,within a day,90%,9%,f,2.0,2.0,t,Valby,Entire Standard,Entire home/apt,5.0,2.0,2 baths,2.0,2.0,1500.0,3,10.0,2.0,3.0,10.0,10.0,3.0,10.0,t,23.0,41.0,50.0,315.0,1.0,1.0,0.0,138,0.0,6.0,9000.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,5.04,Copenhagen,Entire Standard,Entire,Standard
17992,within a few hours,100%,55%,f,1.0,2.0,t,Amager Vest,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,865.0,2,14.0,2.0,4.0,14.0,14.0,2.1,14.0,t,3.0,4.0,4.0,61.0,5.0,5.0,1.0,5,0.0,30.0,25950.0,5.0,5.0,4.6,5.0,5.0,5.0,4.8,f,1.0,1.0,0.0,0.0,1.55,Copenhagen,Entire Standard,Entire,Standard
17993,within an hour,100%,94%,f,1.0,1.0,t,Indre By,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,3250.0,3,8.0,3.0,6.0,8.0,8.0,3.2,8.0,t,8.0,13.0,27.0,27.0,10.0,10.0,3.0,27,4.0,60.0,195000.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,f,1.0,1.0,0.0,0.0,1.31,Copenhagen,Entire Standard,Entire,Standard
17994,a few days or more,20%,37%,f,1.0,1.0,t,Valby,Entire Standard,Entire home/apt,6.0,1.5,1.5 baths,2.0,4.0,1812.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,23.0,31.0,52.0,232.0,6.0,6.0,1.0,150,4.0,36.0,65232.0,5.0,5.0,5.0,5.0,5.0,4.83,4.83,f,1.0,1.0,0.0,0.0,5.19,Copenhagen,Entire Standard,Entire,Standard
17999,within a day,88%,35%,f,1.0,1.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,3.0,2500.0,3,30.0,3.0,3.0,30.0,30.0,3.0,30.0,t,25.0,45.0,70.0,250.0,5.0,5.0,0.0,167,4.0,30.0,75000.0,4.8,4.8,4.4,4.8,4.8,5.0,4.2,f,1.0,1.0,0.0,0.0,1.35,Copenhagen,Entire Standard,Entire,Standard
18002,within a day,70%,9%,f,1.0,2.0,f,Østerbro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1072.0,3,30.0,3.0,3.0,30.0,30.0,3.0,30.0,t,16.0,46.0,76.0,257.0,1.0,1.0,0.0,173,0.0,6.0,6432.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,3.7,Copenhagen,Entire Standard,Entire,Standard
18004,within a day,100%,77%,f,1.0,2.0,t,Indre By,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2283.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,17.0,17.0,39.0,314.0,7.0,7.0,1.0,134,6.0,42.0,95886.0,5.0,4.86,5.0,4.86,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.21,Copenhagen,Entire Standard,Entire,Standard
18005,within an hour,100%,50%,f,1.0,1.0,t,Amager Vest,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,855.0,9,14.0,3.0,9.0,14.0,14.0,8.9,14.0,t,3.0,7.0,7.0,7.0,8.0,8.0,2.0,7,4.0,144.0,123120.0,4.5,4.63,4.5,4.88,5.0,4.88,4.63,f,1.0,1.0,0.0,0.0,1.61,Copenhagen,Entire Standard,Entire,Standard
18006,within a day,100%,95%,t,1.0,2.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,3.0,2389.0,3,365.0,2.0,130.0,365.0,365.0,97.7,365.0,t,29.0,54.0,84.0,264.0,9.0,9.0,1.0,182,8.0,54.0,129006.0,4.89,4.78,4.78,5.0,5.0,4.89,4.67,f,1.0,1.0,0.0,0.0,0.85,Copenhagen,Entire Standard,Entire,Standard
18009,within a day,100%,77%,f,1.0,1.0,f,Østerbro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1100.0,4,365.0,4.0,4.0,365.0,365.0,4.0,365.0,t,24.0,29.0,29.0,145.0,9.0,9.0,2.0,63,4.0,72.0,79200.0,5.0,4.89,4.56,5.0,5.0,5.0,4.67,f,1.0,1.0,0.0,0.0,3.79,Copenhagen,Entire Standard,Entire,Standard
18011,within an hour,100%,71%,f,1.0,1.0,t,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,828.0,4,365.0,4.0,5.0,365.0,365.0,4.0,365.0,t,0.0,0.0,0.0,84.0,2.0,2.0,0.0,0,1.0,16.0,13248.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.44,Copenhagen,Entire Standard,Entire,Standard
18012,within a day,100%,44%,f,1.0,1.0,t,Frederiksberg,Entire Standard,Entire home/apt,3.0,1.0,1 bath,2.0,2.0,900.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,3.0,3.0,6.0,32.0,2.0,2.0,2.0,32,0.0,12.0,10800.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,2.61,Copenhagen,Entire Standard,Entire,Standard
18014,within a few hours,100%,84%,f,3.0,5.0,t,Nørrebro,Hotel,Private room,2.0,0.5,Half-bath,1.0,2.0,441.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,17.0,31.0,59.0,60.0,9.0,9.0,2.0,60,7.0,54.0,23814.0,3.67,4.0,3.78,4.56,4.33,4.89,3.56,f,3.0,1.0,2.0,0.0,2.12,Copenhagen,Hotel,Hotel,Hotel
18015,a few days or more,10%,14%,f,1.0,1.0,t,Frederiksberg,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,990.0,2,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,6.0,8.0,25.0,300.0,8.0,8.0,0.0,122,8.0,48.0,47520.0,4.75,4.88,4.88,4.75,4.88,4.88,4.75,f,1.0,1.0,0.0,0.0,2.78,Copenhagen,Entire Standard,Entire,Standard
18016,within a few hours,100%,78%,t,1.0,1.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1629.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,14.0,20.0,20.0,20.0,21.0,21.0,4.0,20,12.0,126.0,205254.0,5.0,5.0,4.95,5.0,5.0,4.9,4.86,f,1.0,1.0,0.0,0.0,2.36,Copenhagen,Entire Standard,Entire,Standard
18017,within a few hours,90%,83%,f,1.0,1.0,t,Frederiksberg,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,835.0,1,20.0,1.0,1.0,20.0,20.0,1.0,20.0,t,27.0,52.0,57.0,57.0,11.0,11.0,1.0,57,8.0,66.0,55110.0,4.73,4.82,4.82,4.45,4.91,4.27,4.36,f,1.0,1.0,0.0,0.0,4.55,Copenhagen,Entire Standard,Entire,Standard
18018,within an hour,100%,89%,f,1.0,1.0,t,Frederiksberg,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,720.0,3,30.0,3.0,5.0,30.0,30.0,3.2,30.0,t,2.0,4.0,8.0,8.0,1.0,1.0,0.0,8,1.0,6.0,4320.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1.0,1.0,0.0,0.0,2.82,Copenhagen,Entire Standard,Entire,Standard
18021,within an hour,100%,100%,f,1.0,1.0,t,Bispebjerg,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,1439.0,1,30.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,28.0,41.0,57.0,237.0,14.0,14.0,3.0,155,6.0,84.0,120876.0,4.86,4.71,4.93,5.0,5.0,4.79,4.86,f,1.0,1.0,0.0,0.0,3.44,Copenhagen,Entire Standard,Entire,Standard
18025,within a few hours,90%,41%,f,1.0,4.0,t,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1125.0,14,365.0,14.0,14.0,365.0,365.0,14.0,365.0,t,20.0,22.0,22.0,105.0,14.0,14.0,4.0,22,7.0,255.0,286875.0,5.0,5.0,4.92,4.92,5.0,4.85,4.77,f,1.0,1.0,0.0,0.0,2.04,Copenhagen,Entire Standard,Entire,Standard
18027,within a day,75%,44%,f,1.0,1.0,t,Amager Øst,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1070.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,15.0,15.0,29.0,30.0,3.0,3.0,0.0,30,3.0,18.0,19260.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,4.38,Copenhagen,Entire Standard,Entire,Standard
18028,within a day,60%,41%,f,1.0,2.0,t,Indre By,Entire Standard,Entire home/apt,4.0,3.0,3 baths,2.0,2.0,6913.0,2,90.0,2.0,2.0,90.0,90.0,2.0,90.0,t,29.0,52.0,82.0,170.0,6.0,6.0,0.0,170,6.0,36.0,248868.0,4.83,4.83,5.0,5.0,5.0,5.0,4.67,f,1.0,1.0,0.0,0.0,1.71,Copenhagen,Entire Standard,Entire,Standard
18029,within a day,83%,38%,f,1.0,1.0,t,Amager Vest,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1150.0,3,365.0,1.0,3.0,365.0,365.0,3.0,365.0,t,6.0,15.0,41.0,45.0,1.0,1.0,0.0,45,1.0,6.0,6900.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.52,Copenhagen,Entire Standard,Entire,Standard
18037,within a few hours,100%,60%,f,1.0,1.0,t,Valby,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,743.0,3,10.0,3.0,3.0,10.0,10.0,3.0,10.0,t,0.0,0.0,0.0,6.0,1.0,1.0,0.0,6,1.0,6.0,4458.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,3.72,Copenhagen,Entire Standard,Entire,Standard
18038,within an hour,100%,21%,f,1.0,2.0,t,Nørrebro,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,2.0,1487.0,5,365.0,5.0,5.0,365.0,365.0,5.0,365.0,t,4.0,7.0,29.0,29.0,3.0,3.0,0.0,29,3.0,30.0,44610.0,5.0,5.0,4.67,5.0,5.0,4.67,4.33,f,1.0,1.0,0.0,0.0,1.34,Copenhagen,Entire Standard,Entire,Standard
18040,within a few hours,100%,39%,f,1.0,1.0,t,Østerbro,Hotel,Private room,2.0,1.0,1 private bath,0.0,2.0,618.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,28.0,51.0,81.0,356.0,11.0,11.0,4.0,178,6.0,66.0,40788.0,5.0,5.0,4.82,5.0,5.0,5.0,4.82,f,1.0,0.0,1.0,0.0,3.34,Copenhagen,Hotel,Hotel,Hotel
18042,within an hour,100%,94%,t,1.0,1.0,t,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,860.0,3,10.0,3.0,6.0,10.0,10.0,3.1,10.0,t,2.0,2.0,4.0,5.0,22.0,22.0,1.0,5,11.0,132.0,113520.0,5.0,4.95,5.0,5.0,4.95,5.0,5.0,f,1.0,1.0,0.0,0.0,2.84,Copenhagen,Entire Standard,Entire,Standard
18043,within an hour,100%,22%,t,1.0,1.0,t,Østerbro,Entire Standard,Entire home/apt,6.0,1.0,1 bath,1.0,3.0,1260.0,1,14.0,1.0,3.0,14.0,14.0,1.1,14.0,t,29.0,43.0,58.0,58.0,21.0,21.0,3.0,58,13.0,126.0,158760.0,4.95,5.0,4.81,5.0,5.0,4.81,4.95,f,1.0,1.0,0.0,0.0,3.15,Copenhagen,Entire Standard,Entire,Standard
18044,within a few hours,90%,80%,f,1.0,1.0,f,Østerbro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1080.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,13.0,13.0,13.0,13.0,4.0,4.0,3.0,13,1.0,24.0,25920.0,5.0,5.0,4.75,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,3.93,Copenhagen,Entire Standard,Entire,Standard
18046,within a few hours,90%,85%,t,1.0,1.0,t,Amager Vest,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,798.0,1,7.0,1.0,7.0,7.0,7.0,1.1,7.0,t,10.0,10.0,27.0,129.0,16.0,16.0,1.0,47,6.0,96.0,76608.0,4.94,5.0,4.75,4.88,5.0,4.88,4.88,f,1.0,1.0,0.0,0.0,3.85,Copenhagen,Entire Standard,Entire,Standard
18048,within a day,100%,64%,f,1.0,3.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,6.0,1.0,1 bath,3.0,4.0,2148.0,4,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,5.0,5.0,5.0,73.0,1.0,1.0,0.0,5,1.0,8.0,17184.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.62,Copenhagen,Entire Standard,Entire,Standard
18049,within a day,75%,52%,f,1.0,1.0,f,Amager Øst,Entire Standard,Entire home/apt,6.0,1.0,1 bath,2.0,3.0,3038.0,2,365.0,1.0,2.0,365.0,365.0,2.0,365.0,t,24.0,44.0,46.0,134.0,5.0,5.0,1.0,134,3.0,30.0,91140.0,5.0,5.0,5.0,5.0,5.0,4.8,4.4,f,1.0,1.0,0.0,0.0,3.44,Copenhagen,Entire Standard,Entire,Standard
18050,within a day,50%,33%,f,1.0,1.0,t,Indre By,Entire Standard,Entire home/apt,2.0,1.0,1 bath,2.0,2.0,1490.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,0.0,0.0,0.0,143.0,1.0,1.0,0.0,59,1.0,6.0,8940.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.67,Copenhagen,Entire Standard,Entire,Standard
18057,within a day,75%,59%,f,1.0,7.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1440.0,3,14.0,2.0,2.0,14.0,14.0,2.0,14.0,t,8.0,27.0,53.0,143.0,8.0,8.0,1.0,143,6.0,48.0,69120.0,5.0,4.88,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.77,Copenhagen,Entire Standard,Entire,Standard
18058,within an hour,90%,38%,f,2.0,2.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,3.0,2696.0,1,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,29.0,59.0,89.0,364.0,4.0,4.0,0.0,186,3.0,24.0,64704.0,4.75,5.0,4.5,5.0,5.0,5.0,4.25,f,1.0,1.0,0.0,0.0,0.99,Copenhagen,Entire Standard,Entire,Standard
18061,a few days or more,33%,27%,f,1.0,3.0,t,Vanløse,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,895.0,2,365.0,1.0,3.0,365.0,365.0,2.1,365.0,t,13.0,13.0,13.0,161.0,6.0,6.0,0.0,74,6.0,36.0,32220.0,5.0,5.0,4.67,4.83,5.0,4.67,4.83,f,1.0,1.0,0.0,0.0,3.91,Copenhagen,Entire Standard,Entire,Standard
18062,within a day,78%,65%,f,1.0,5.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,1.0,1.0,1 bath,1.0,1.0,823.0,2,12.0,2.0,2.0,12.0,12.0,2.0,12.0,t,17.0,17.0,27.0,27.0,7.0,7.0,0.0,27,5.0,42.0,34566.0,4.57,4.43,4.57,4.57,4.43,4.86,4.14,f,1.0,1.0,0.0,0.0,1.2,Copenhagen,Entire Standard,Entire,Standard
18063,within an hour,100%,23%,f,1.0,1.0,t,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,809.0,1,7.0,1.0,1.0,7.0,7.0,1.0,7.0,t,0.0,0.0,22.0,22.0,6.0,6.0,0.0,22,6.0,36.0,29124.0,4.5,4.67,4.0,5.0,5.0,4.67,4.5,f,1.0,1.0,0.0,0.0,2.83,Copenhagen,Entire Standard,Entire,Standard
18065,within a few hours,100%,88%,t,1.0,1.0,t,Vesterbro-Kongens Enghave,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,990.0,6,45.0,6.0,6.0,45.0,45.0,6.0,45.0,t,7.0,12.0,13.0,68.0,12.0,12.0,0.0,13,12.0,144.0,142560.0,5.0,5.0,5.0,5.0,5.0,4.92,4.92,f,1.0,1.0,0.0,0.0,1.56,Copenhagen,Entire Standard,Entire,Standard
18067,within a few hours,100%,75%,f,1.0,1.0,t,Amager Vest,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,2.0,1488.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,29.0,59.0,89.0,270.0,8.0,8.0,1.0,184,6.0,48.0,71424.0,5.0,5.0,4.88,5.0,5.0,4.88,5.0,f,1.0,1.0,0.0,0.0,3.2,Copenhagen,Entire Standard,Entire,Standard
18070,within a few hours,100%,50%,f,1.0,2.0,t,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,990.0,5,365.0,5.0,5.0,365.0,365.0,5.0,365.0,t,0.0,0.0,0.0,55.0,6.0,6.0,2.0,0,4.0,60.0,59400.0,4.83,5.0,4.83,5.0,5.0,4.67,4.5,f,1.0,1.0,0.0,0.0,3.09,Copenhagen,Entire Standard,Entire,Standard
18072,within a few hours,100%,18%,f,1.0,2.0,t,Indre By,Entire Standard,Entire home/apt,5.0,1.0,1 bath,3.0,3.0,1575.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,21.0,28.0,28.0,132.0,2.0,2.0,1.0,28,0.0,12.0,18900.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,1.15,Copenhagen,Entire Standard,Entire,Standard
18075,within a few hours,100%,95%,t,1.0,1.0,t,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,711.0,2,50.0,2.0,2.0,50.0,50.0,2.0,50.0,t,4.0,7.0,10.0,64.0,17.0,17.0,5.0,64,6.0,102.0,72522.0,4.82,4.88,4.88,5.0,4.94,4.71,4.71,f,1.0,1.0,0.0,0.0,3.28,Copenhagen,Entire Standard,Entire,Standard
18076,within an hour,100%,99%,t,3.0,3.0,t,Amager Vest,Hotel,Private room,1.0,1.0,1 shared bath,1.0,1.0,464.0,1,90.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,8.0,26.0,43.0,143.0,26.0,26.0,5.0,138,11.0,156.0,72384.0,5.0,5.0,5.0,4.96,5.0,4.88,4.96,t,3.0,0.0,3.0,0.0,4.72,Copenhagen,Hotel,Hotel,Hotel
18077,a few days or more,20%,12%,f,1.0,1.0,t,Østerbro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,2.0,1086.0,1,365.0,1.0,1.0,365.0,365.0,1.0,365.0,t,29.0,55.0,83.0,354.0,9.0,9.0,0.0,179,6.0,54.0,58644.0,4.89,4.89,4.89,4.78,4.89,4.78,4.56,f,1.0,1.0,0.0,0.0,3.59,Copenhagen,Entire Standard,Entire,Standard
18078,within a few hours,100%,43%,f,1.0,1.0,f,Amager Vest,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,431.0,5,365.0,1.0,5.0,365.0,365.0,5.0,365.0,t,0.0,2.0,5.0,68.0,8.0,8.0,0.0,6,5.0,80.0,34480.0,5.0,5.0,5.0,4.88,5.0,4.75,5.0,f,1.0,1.0,0.0,0.0,4.56,Copenhagen,Entire Standard,Entire,Standard
18080,within a few hours,100%,91%,f,1.0,2.0,t,Amager Vest,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,1091.0,4,14.0,1.0,5.0,14.0,14.0,4.0,14.0,t,15.0,22.0,32.0,32.0,10.0,10.0,2.0,32,6.0,80.0,87280.0,4.8,4.6,4.4,5.0,4.8,4.8,4.6,f,1.0,1.0,0.0,0.0,2.68,Copenhagen,Entire Standard,Entire,Standard
18084,within a few hours,100%,33%,f,1.0,1.0,f,Vanløse,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,900.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,0.0,0.0,0.0,90.0,1.0,1.0,0.0,6,1.0,6.0,5400.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,f,1.0,1.0,0.0,0.0,5.09,Copenhagen,Entire Standard,Entire,Standard
18086,within a day,90%,46%,f,1.0,1.0,t,Amager Vest,Entire Standard,Entire home/apt,3.0,1.0,1 bath,1.0,1.0,900.0,2,365.0,2.0,2.0,365.0,365.0,2.0,365.0,t,13.0,25.0,43.0,126.0,9.0,9.0,1.0,126,3.0,54.0,48600.0,5.0,5.0,4.78,4.89,4.89,4.78,4.67,f,1.0,1.0,0.0,0.0,1.54,Copenhagen,Entire Standard,Entire,Standard
18092,within an hour,100%,90%,t,3.0,3.0,t,Vesterbro-Kongens Enghave,Hotel,Private room,3.0,1.0,1 shared bath,2.0,2.0,709.0,4,14.0,3.0,4.0,14.0,14.0,4.0,14.0,t,7.0,18.0,18.0,18.0,3.0,3.0,2.0,18,0.0,24.0,17016.0,5.0,4.67,4.67,5.0,5.0,5.0,4.33,f,3.0,1.0,2.0,0.0,1.9,Copenhagen,Hotel,Hotel,Hotel
18094,within an hour,100%,99%,f,47.0,49.0,t,Amager Vest,Entire Standard,Entire home/apt,7.0,2.0,2 baths,2.0,5.0,2055.0,1,160.0,1.0,4.0,160.0,160.0,2.0,160.0,t,6.0,14.0,32.0,307.0,21.0,21.0,1.0,130,13.0,126.0,258930.0,5.0,4.9,4.95,4.9,5.0,4.71,4.71,f,38.0,38.0,0.0,0.0,2.02,Copenhagen,Entire Standard,Entire,Standard
18096,within a day,100%,52%,f,1.0,1.0,t,Amager Øst,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1035.0,3,180.0,3.0,3.0,180.0,180.0,3.0,180.0,t,0.0,1.0,2.0,181.0,5.0,5.0,0.0,94,2.0,30.0,31050.0,4.2,4.2,3.8,4.8,4.8,5.0,4.2,f,1.0,1.0,0.0,0.0,2.67,Copenhagen,Entire Standard,Entire,Standard
18097,within an hour,100%,77%,f,1.0,1.0,t,Østerbro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1264.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,0.0,0.0,0.0,177.0,9.0,9.0,4.0,0,4.0,54.0,68256.0,4.78,5.0,4.67,4.78,5.0,4.78,4.56,f,1.0,1.0,0.0,0.0,2.63,Copenhagen,Entire Standard,Entire,Standard
18098,a few days or more,20%,13%,f,1.0,1.0,t,Frederiksberg,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1158.0,1,14.0,1.0,1.0,14.0,14.0,1.0,14.0,t,27.0,38.0,41.0,41.0,4.0,4.0,0.0,41,2.0,24.0,27792.0,5.0,5.0,4.5,4.75,5.0,4.75,4.75,f,1.0,1.0,0.0,0.0,3.1,Copenhagen,Entire Standard,Entire,Standard
18100,within a day,100%,10%,f,1.0,1.0,t,Nørrebro,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,876.0,5,40.0,4.0,5.0,40.0,40.0,4.8,40.0,t,0.0,0.0,0.0,100.0,4.0,4.0,2.0,16,0.0,40.0,35040.0,4.75,5.0,4.25,5.0,5.0,5.0,4.75,f,1.0,1.0,0.0,0.0,2.37,Copenhagen,Entire Standard,Entire,Standard
18103,within a few hours,100%,90%,f,1.0,1.0,t,Amager Øst,Entire Standard,Entire home/apt,2.0,1.0,1 bath,1.0,1.0,1358.0,2,365.0,2.0,5.0,365.0,365.0,2.1,365.0,t,6.0,12.0,12.0,15.0,7.0,7.0,3.0,15,2.0,42.0,57036.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1.0,1.0,0.0,0.0,3.3,Copenhagen,Entire Standard,Entire,Standard
18105,within an hour,100%,100%,f,2.0,3.0,t,Amager Øst,Entire Standard,Entire home/apt,4.0,1.0,1 bath,2.0,2.0,2000.0,3,365.0,3.0,3.0,365.0,365.0,3.0,365.0,t,29.0,59.0,89.0,269.0,2.0,2.0,1.0,185,1.0,12.0,24000.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2.0,2.0,0.0,0.0,4.43,Copenhagen,Entire Standard,Entire,Standard
18112,within a few hours,100%,88%,f,1.0,2.0,f,Nørrebro,Entire Standard,Entire home/apt,4.0,1.0,1 bath,1.0,1.0,1694.0,6,365.0,6.0,9.0,365.0,365.0,6.1,365.0,t,13.0,13.0,13.0,100.0,6.0,6.0,0.0,13,6.0,72.0,121968.0,4.67,4.83,5.0,4.83,5.0,5.0,4.67,f,1.0,1.0,0.0,0.0,2.43,Copenhagen,Entire Standard,Entire,Standard
